validation_rep	validation_fold	rf_model_name	rf_num_features	rf_auroc_mean	rf_auroc_stdv	rf_auprc_mean	rf_auprc_stdv	lr_model_name	lr_num_features	lr_auroc_mean	lr_auroc_stdv	lr_auprc_mean	lr_auprc_stdv
0	0	M3_rf	6	0.651	0.0245	0.867	0.0139	M3_lr	6	0.65	0.0219	0.84	0.0155
0	1	M0_rf	1	0.558	0.0381	0.78	0.0173	M0_lr	1	0.577	0.0118	0.802	0.00742
0	2	M2_rf	3	0.715	0.0285	0.829	0.0221	M4_lr	1	0.697	0.00898	0.814	0.0116
0	3	M0_rf	2	0.465	0.0264	0.742	0.0151	M1_lr	1	0.562	0.00713	0.781	0.00877
0	4	M3_rf	2	0.6	0.026	0.804	0.0185	M4_lr	1	0.613	0.00808	0.774	0.00608
1	0	M2_rf	3	0.58	0.0178	0.832	0.0084	M2_lr	3	0.614	0.0152	0.824	0.00917
1	1	M0_rf	1	0.559	0.0264	0.78	0.013	M0_lr	1	0.583	0.0114	0.798	0.00631
1	2	M1_rf	2	0.66	0.0291	0.843	0.0191	M2_lr	1	0.611	0.00911	0.769	0.00457
1	3	M4_rf	1	0.604	0.0251	0.784	0.0101	M4_lr	1	0.604	0.00411	0.837	0.00443
1	4	M2_rf	5	0.586	0.0184	0.763	0.0122	M6_lr	1	0.621	0.0106	0.76	0.0127
2	0	M1_rf	2	0.606	0.0301	0.822	0.0164	M2_lr	1	0.609	0.00598	0.844	0.00435
2	1	M0_rf	2	0.594	0.0239	0.824	0.0176	M1_lr	1	0.62	0.00521	0.848	0.00646
2	2	M3_rf	2	0.63	0.0278	0.827	0.0158	M0_lr	5	0.623	0.0145	0.797	0.0142
2	3	M0_rf	2	0.616	0.026	0.848	0.0151	M1_lr	1	0.601	0.00513	0.847	0.00378
2	4	M2_rf	2	0.695	0.0219	0.815	0.01	M3_lr	1	0.675	0.00828	0.811	0.00721
3	0	M0_rf	2	0.562	0.0259	0.783	0.0175	M1_lr	1	0.628	0.0078	0.812	0.00757
3	1	M0_rf	2	0.594	0.0173	0.832	0.0112	M1_lr	1	0.57	0.00811	0.831	0.00668
3	2	M6_rf	3	0.738	0.0223	0.846	0.013	M2_lr	7	0.704	0.0246	0.819	0.021
3	3	M2_rf	3	0.684	0.0218	0.867	0.0151	M0_lr	5	0.652	0.0153	0.834	0.0139
3	4	M1_rf	4	0.737	0.021	0.872	0.0142	M2_lr	3	0.696	0.0111	0.871	0.0117
4	0	M0_rf	2	0.73	0.0319	0.841	0.0225	M1_lr	1	0.73	0.00503	0.858	0.00791
4	1	M0_rf	2	0.586	0.025	0.808	0.0169	M1_lr	1	0.559	0.00819	0.797	0.00797
4	2	M0_rf	3	0.533	0.0319	0.714	0.02	M1_lr	2	0.708	0.0205	0.834	0.0203
4	3	M1_rf	1	0.605	0.029	0.79	0.0126	M1_lr	1	0.615	0.00532	0.844	0.0046
4	4	M1_rf	3	0.578	0.0274	0.786	0.0205	M3_lr	1	0.595	0.00705	0.779	0.0101
5	0	M0_rf	2	0.514	0.0315	0.792	0.0188	M1_lr	1	0.562	0.00913	0.826	0.00665
5	1	M2_rf	3	0.626	0.0265	0.814	0.0176	M2_lr	3	0.637	0.0133	0.811	0.0105
5	2	M0_rf	3	0.712	0.0221	0.88	0.0172	M1_lr	2	0.636	0.0162	0.838	0.0102
5	3	M0_rf	2	0.628	0.0242	0.858	0.0134	M1_lr	1	0.59	0.00713	0.845	0.00531
5	4	M3_rf	5	0.76	0.0221	0.898	0.0188	M1_lr	7	0.723	0.0153	0.87	0.0143
6	0	M0_rf	2	0.611	0.0287	0.837	0.0158	M1_lr	1	0.574	0.0077	0.83	0.00643
6	1	M0_rf	3	0.724	0.0283	0.797	0.0192	M2_lr	1	0.776	0.00771	0.846	0.0115
6	2	M0_rf	2	0.617	0.0165	0.853	0.0118	M1_lr	1	0.585	0.00585	0.84	0.00642
6	3	M1_rf	2	0.675	0.0241	0.865	0.0168	M2_lr	1	0.688	0.00773	0.855	0.00929
6	4	M0_rf	3	0.635	0.0229	0.829	0.0159	M2_lr	1	0.613	0.00742	0.804	0.00513
7	0	M2_rf	3	0.58	0.0247	0.8	0.0221	M2_lr	3	0.578	0.021	0.758	0.0142
7	1	M0_rf	2	0.67	0.0224	0.885	0.00962	M1_lr	1	0.568	0.00685	0.837	0.00543
7	2	M2_rf	4	0.711	0.0218	0.875	0.0122	M3_lr	3	0.678	0.0129	0.861	0.00802
7	3	M4_rf	2	0.582	0.0204	0.819	0.0127	M5_lr	1	0.592	0.00501	0.835	0.00393
7	4	M3_rf	3	0.668	0.0243	0.833	0.0165	M4_lr	2	0.708	0.0104	0.817	0.00875
8	0	M0_rf	2	0.626	0.0242	0.853	0.0138	M1_lr	1	0.603	0.00564	0.846	0.00449
8	1	M1_rf	1	0.563	0.0301	0.759	0.0154	M1_lr	1	0.557	0.00887	0.793	0.0115
8	2	M4_rf	3	0.636	0.0288	0.827	0.0163	M0_lr	7	0.637	0.0269	0.802	0.0197
8	3	M3_rf	3	0.703	0.0226	0.849	0.0126	M5_lr	1	0.696	0.00362	0.86	0.00442
8	4	M4_rf	1	0.608	0.0276	0.796	0.0114	M2_lr	3	0.584	0.0161	0.82	0.00933
9	0	M4_rf	4	0.637	0.0237	0.807	0.0175	M7_lr	1	0.639	0.00733	0.817	0.0095
9	1	M1_rf	1	0.587	0.0286	0.796	0.014	M1_lr	1	0.619	0.00456	0.816	0.00469
9	2	M2_rf	2	0.677	0.0235	0.823	0.0129	M2_lr	2	0.704	0.00968	0.811	0.0106
9	3	M0_rf	3	0.698	0.0219	0.868	0.0142	M0_lr	3	0.652	0.0118	0.85	0.0099
9	4	M1_rf	2	0.659	0.0227	0.831	0.0169	M2_lr	1	0.611	0.00688	0.844	0.00466
10	0	M0_rf	1	0.553	0.0278	0.775	0.0121	M0_lr	1	0.55	0.00633	0.781	0.00583
10	1	M5_rf	2	0.668	0.0261	0.863	0.0152	M5_lr	2	0.66	0.0105	0.849	0.00781
10	2	M5_rf	2	0.689	0.0162	0.807	0.0103	M6_lr	1	0.701	0.00934	0.807	0.00843
10	3	M1_rf	2	0.623	0.0277	0.842	0.0192	M2_lr	1	0.616	0.0063	0.849	0.00536
10	4	M0_rf	1	0.579	0.0247	0.789	0.0132	M0_lr	1	0.601	0.00899	0.805	0.00609
11	0	M1_rf	2	0.616	0.0215	0.829	0.0157	M2_lr	1	0.608	0.00716	0.83	0.00525
11	1	M2_rf	3	0.633	0.0191	0.829	0.0137	M4_lr	1	0.596	0.00768	0.802	0.00893
11	2	M1_rf	1	0.538	0.0276	0.775	0.0141	M1_lr	1	0.601	0.00775	0.807	0.00708
11	3	M0_rf	2	0.583	0.0295	0.823	0.0126	M1_lr	1	0.556	0.0105	0.823	0.00828
11	4	M3_rf	2	0.635	0.0239	0.822	0.0117	M3_lr	2	0.631	0.0115	0.812	0.0117
12	0	M2_rf	3	0.632	0.024	0.847	0.0124	M4_lr	1	0.596	0.00506	0.845	0.00384
12	1	M5_rf	1	0.706	0.0308	0.76	0.0318	M5_lr	1	0.799	0.0133	0.839	0.0162
12	2	M0_rf	2	0.57	0.0342	0.812	0.0178	M1_lr	1	0.574	0.00773	0.836	0.00542
12	3	M4_rf	2	0.644	0.0219	0.853	0.0146	M2_lr	4	0.644	0.0163	0.828	0.0116
12	4	M0_rf	2	0.621	0.024	0.841	0.0137	M1_lr	1	0.606	0.00473	0.846	0.00281
13	0	M8_rf	2	0.698	0.0262	0.835	0.0135	M8_lr	2	0.72	0.0232	0.828	0.0179
13	1	M0_rf	1	0.427	0.0241	0.732	0.00998	M0_lr	1	0.577	0.0125	0.797	0.0108
13	2	M3_rf	5	0.679	0.0337	0.784	0.0239	M7_lr	1	0.725	0.00719	0.822	0.00669
13	3	M0_rf	2	0.632	0.0231	0.852	0.0137	M1_lr	1	0.579	0.00764	0.833	0.00476
13	4	M0_rf	2	0.623	0.0302	0.822	0.0164	M1_lr	1	0.562	0.00791	0.799	0.00692
14	0	M0_rf	3	0.574	0.0225	0.807	0.0129	M2_lr	1	0.622	0.00584	0.818	0.00537
14	1	M1_rf	3	0.705	0.0226	0.831	0.0169	M3_lr	1	0.672	0.00534	0.801	0.00794
14	2	M2_rf	2	0.645	0.027	0.85	0.0168	M1_lr	3	0.611	0.0138	0.819	0.0128
14	3	M0_rf	1	0.528	0.0263	0.767	0.015	M0_lr	1	0.57	0.00557	0.783	0.0081
14	4	M3_rf	2	0.642	0.0253	0.838	0.0169	M4_lr	1	0.612	0.00451	0.842	0.00441
15	0	M7_rf	3	0.651	0.0169	0.796	0.0181	M8_lr	2	0.687	0.0187	0.793	0.0183
15	1	M0_rf	2	0.642	0.0294	0.857	0.0164	M1_lr	1	0.601	0.00428	0.843	0.0038
15	2	M0_rf	2	0.658	0.0244	0.834	0.0146	M1_lr	1	0.563	0.00845	0.788	0.00954
15	3	M0_rf	1	0.408	0.0292	0.712	0.0129	M0_lr	1	0.545	0.00694	0.771	0.00695
15	4	M3_rf	2	0.661	0.0211	0.853	0.0114	M4_lr	1	0.602	0.00829	0.849	0.0071
16	0	M1_rf	1	0.616	0.0315	0.787	0.0185	M1_lr	1	0.633	0.00501	0.79	0.00434
16	1	M5_rf	2	0.712	0.0714	0.786	0.0489	M6_lr	1	0.742	0.00956	0.833	0.0105
16	2	M0_rf	2	0.617	0.0153	0.844	0.0166	M1_lr	1	0.596	0.00492	0.841	0.00435
16	3	M0_rf	3	0.533	0.0232	0.77	0.0111	M2_lr	1	0.58	0.00636	0.788	0.00904
16	4	M0_rf	3	0.605	0.0255	0.802	0.015	M1_lr	2	0.587	0.0119	0.8	0.00879
17	0	M8_rf	3	0.589	0.0222	0.823	0.0134	M10_lr	1	0.594	0.00622	0.843	0.00424
17	1	M5_rf	3	0.673	0.0169	0.873	0.00983	M7_lr	1	0.662	0.00831	0.856	0.00629
17	2	M1_rf	1	0.497	0.0234	0.748	0.00987	M1_lr	1	0.574	0.0136	0.788	0.00801
17	3	M2_rf	2	0.662	0.0296	0.855	0.0151	M3_lr	1	0.595	0.00596	0.841	0.00539
17	4	M0_rf	2	0.604	0.0217	0.824	0.0157	M0_lr	2	0.599	0.0142	0.78	0.00858
18	0	M0_rf	2	0.644	0.0199	0.856	0.0133	M1_lr	1	0.604	0.00723	0.845	0.0056
18	1	M2_rf	3	0.67	0.0249	0.873	0.0137	M2_lr	3	0.666	0.00794	0.817	0.00757
18	2	M0_rf	1	0.436	0.0489	0.68	0.0305	M0_lr	1	0.485	0.0362	0.729	0.0207
18	3	M0_rf	2	0.552	0.0211	0.776	0.012	M1_lr	1	0.59	0.00575	0.793	0.00568
18	4	M4_rf	2	0.731	0.0255	0.803	0.024	M5_lr	1	0.737	0.00889	0.844	0.0067
19	0	M0_rf	2	0.55	0.0181	0.821	0.0112	M1_lr	1	0.566	0.00654	0.833	0.00526
19	1	M3_rf	2	0.708	0.0298	0.787	0.027	M3_lr	2	0.754	0.0211	0.824	0.0197
19	2	M3_rf	3	0.663	0.0274	0.845	0.0173	M1_lr	5	0.643	0.0126	0.844	0.00824
19	3	M3_rf	3	0.618	0.02	0.831	0.012	M5_lr	1	0.607	0.00632	0.842	0.00519
19	4	M1_rf	2	0.621	0.0316	0.811	0.0161	M2_lr	1	0.591	0.0038	0.819	0.00308
20	0	M1_rf	1	0.574	0.0143	0.786	0.00804	M1_lr	1	0.579	0.00634	0.831	0.00532
20	1	M0_rf	3	0.527	0.0226	0.777	0.0168	M2_lr	1	0.582	0.0103	0.784	0.00869
20	2	M1_rf	1	0.567	0.0297	0.762	0.0153	M1_lr	1	0.542	0.0144	0.794	0.0112
20	3	M0_rf	2	0.673	0.0209	0.865	0.00868	M0_lr	2	0.63	0.00746	0.838	0.00534
20	4	M3_rf	3	0.613	0.0154	0.83	0.0122	M2_lr	4	0.619	0.0137	0.833	0.0113
21	0	M0_rf	1	0.505	0.0307	0.715	0.0152	M0_lr	1	0.612	0.0132	0.764	0.00757
21	1	M2_rf	2	0.594	0.0239	0.796	0.0178	M3_lr	1	0.635	0.00974	0.791	0.00565
21	2	M3_rf	2	0.698	0.0246	0.885	0.0112	M2_lr	3	0.605	0.017	0.825	0.0149
21	3	M5_rf	5	0.617	0.0224	0.844	0.0117	M9_lr	1	0.612	0.00543	0.845	0.00437
21	4	M0_rf	2	0.61	0.029	0.846	0.0138	M1_lr	1	0.611	0.0076	0.848	0.00683
22	0	M3_rf	3	0.672	0.0145	0.868	0.00997	M0_lr	6	0.657	0.019	0.86	0.0108
22	1	M0_rf	2	0.598	0.0221	0.852	0.013	M1_lr	1	0.574	0.00677	0.836	0.00461
22	2	M5_rf	2	0.715	0.0216	0.816	0.0115	M6_lr	1	0.715	0.00788	0.837	0.00866
22	3	M3_rf	2	0.567	0.0195	0.793	0.0136	M4_lr	1	0.586	0.00673	0.825	0.00702
22	4	M0_rf	3	0.584	0.0269	0.815	0.0152	M2_lr	1	0.572	0.00797	0.811	0.00656
23	0	M0_rf	1	0.54	0.0292	0.775	0.0124	M0_lr	1	0.582	0.0111	0.805	0.00924
23	1	M1_rf	4	0.574	0.0219	0.823	0.0149	M4_lr	1	0.613	0.00681	0.808	0.00629
23	2	M1_rf	3	0.604	0.0307	0.774	0.0147	M2_lr	2	0.693	0.0153	0.798	0.011
23	3	M0_rf	2	0.598	0.0288	0.842	0.013	M1_lr	1	0.573	0.00532	0.84	0.00359
23	4	M2_rf	6	0.738	0.0243	0.801	0.0203	M7_lr	1	0.748	0.0118	0.775	0.023
24	0	M0_rf	2	0.488	0.0389	0.76	0.0205	M1_lr	1	0.55	0.00821	0.771	0.00757
24	1	M1_rf	3	0.685	0.0159	0.861	0.0109	M1_lr	3	0.615	0.0171	0.796	0.0161
24	2	M3_rf	6	0.745	0.0196	0.855	0.0179	M8_lr	1	0.758	0.00957	0.869	0.0112
24	3	M1_rf	2	0.633	0.022	0.826	0.0158	M0_lr	3	0.609	0.0175	0.801	0.0197
24	4	M0_rf	1	0.595	0.0442	0.774	0.0237	M0_lr	1	0.657	0.0111	0.793	0.00794
25	0	M0_rf	1	0.522	0.0336	0.769	0.0162	M0_lr	1	0.591	0.00514	0.801	0.00775
25	1	M1_rf	1	0.59	0.0297	0.785	0.0137	M1_lr	1	0.604	0.00951	0.805	0.00719
25	2	M1_rf	4	0.592	0.038	0.688	0.039	M4_lr	1	0.676	0.00971	0.693	0.0198
25	3	M1_rf	2	0.612	0.0267	0.841	0.0151	M2_lr	1	0.599	0.00866	0.839	0.00751
25	4	M1_rf	2	0.639	0.0265	0.857	0.0176	M1_lr	2	0.641	0.00586	0.841	0.00607
26	0	M0_rf	1	0.586	0.0259	0.757	0.0166	M0_lr	1	0.638	0.0118	0.782	0.00863
26	1	M1_rf	2	0.701	0.0264	0.881	0.015	M1_lr	2	0.643	0.0095	0.847	0.00883
26	2	M0_rf	2	0.616	0.0224	0.84	0.0116	M1_lr	1	0.644	0.00526	0.826	0.00498
26	3	M2_rf	3	0.674	0.0123	0.849	0.00844	M2_lr	3	0.625	0.0169	0.841	0.0135
26	4	M5_rf	1	0.595	0.0351	0.719	0.0217	M5_lr	1	0.646	0.0121	0.779	0.00805
27	0	M0_rf	3	0.617	0.0337	0.835	0.0176	M2_lr	1	0.564	0.00586	0.828	0.00706
27	1	M2_rf	2	0.689	0.016	0.836	0.00991	M3_lr	1	0.692	0.00603	0.833	0.00495
27	2	M1_rf	1	0.61	0.0286	0.785	0.0128	M1_lr	1	0.58	0.0107	0.798	0.00898
27	3	M2_rf	4	0.664	0.0264	0.853	0.0136	M5_lr	1	0.634	0.00337	0.862	0.00217
27	4	M2_rf	2	0.619	0.0295	0.832	0.0153	M1_lr	3	0.662	0.0134	0.805	0.00932
28	0	M1_rf	2	0.653	0.0222	0.859	0.015	M2_lr	1	0.612	0.00675	0.848	0.00528
28	1	M0_rf	1	0.562	0.0326	0.779	0.0161	M0_lr	1	0.598	0.00551	0.803	0.00471
28	2	M6_rf	3	0.705	0.0176	0.819	0.0104	M7_lr	2	0.699	0.0196	0.798	0.0173
28	3	M1_rf	1	0.57	0.0292	0.757	0.0145	M1_lr	1	0.556	0.00806	0.793	0.00912
28	4	M0_rf	3	0.646	0.0253	0.836	0.0165	M2_lr	1	0.64	0.00614	0.827	0.00652
29	0	M2_rf	3	0.626	0.0191	0.845	0.0131	M0_lr	5	0.625	0.0315	0.823	0.0186
29	1	M1_rf	1	0.512	0.0391	0.343	0.0261	M1_lr	1	0.683	0.0231	0.508	0.0392
29	2	M1_rf	2	0.641	0.0274	0.85	0.0139	M0_lr	3	0.643	0.00795	0.838	0.00982
29	3	M1_rf	2	0.588	0.0225	0.823	0.0145	M2_lr	1	0.609	0.00509	0.851	0.00383
29	4	M1_rf	2	0.66	0.0298	0.866	0.0195	M0_lr	3	0.655	0.00988	0.825	0.0106
30	0	M3_rf	2	0.722	0.0185	0.829	0.0121	M4_lr	1	0.684	0.0142	0.824	0.00807
30	1	M0_rf	2	0.613	0.021	0.846	0.0144	M1_lr	1	0.603	0.00527	0.841	0.00501
30	2	M0_rf	2	0.647	0.028	0.858	0.0146	M1_lr	1	0.62	0.00481	0.857	0.00327
30	3	M1_rf	2	0.568	0.0324	0.789	0.0156	M2_lr	1	0.587	0.00615	0.798	0.00998
30	4	M3_rf	4	0.595	0.0255	0.77	0.0181	M6_lr	1	0.619	0.00876	0.77	0.0112
31	0	M1_rf	2	0.626	0.0237	0.816	0.0188	M0_lr	3	0.626	0.0139	0.812	0.0144
31	1	M0_rf	4	0.709	0.0339	0.85	0.0171	M1_lr	3	0.714	0.0126	0.867	0.00909
31	2	M0_rf	2	0.633	0.0271	0.855	0.0157	M1_lr	1	0.609	0.00617	0.844	0.00523
31	3	M3_rf	2	0.604	0.0233	0.828	0.0164	M4_lr	1	0.619	0.00508	0.801	0.00455
31	4	M1_rf	1	0.617	0.0199	0.792	0.00862	M1_lr	1	0.58	0.0068	0.838	0.00495
32	0	M0_rf	2	0.589	0.0312	0.835	0.0181	M1_lr	1	0.577	0.0082	0.833	0.00662
32	1	M3_rf	3	0.585	0.0225	0.821	0.0148	M5_lr	1	0.591	0.0063	0.798	0.00861
32	2	M4_rf	2	0.655	0.0235	0.845	0.0183	M1_lr	5	0.661	0.0206	0.827	0.0166
32	3	M1_rf	2	0.651	0.0214	0.797	0.0168	M2_lr	1	0.689	0.00849	0.798	0.00827
32	4	M0_rf	2	0.54	0.0235	0.811	0.0142	M1_lr	1	0.582	0.00542	0.841	0.00452
33	0	M4_rf	3	0.639	0.0289	0.818	0.0224	M3_lr	4	0.653	0.0148	0.826	0.0115
33	1	M1_rf	1	0.566	0.0288	0.785	0.0156	M1_lr	1	0.58	0.00722	0.835	0.00573
33	2	M1_rf	2	0.616	0.0273	0.807	0.0184	M0_lr	3	0.604	0.0194	0.797	0.0193
33	3	M0_rf	2	0.512	0.0206	0.764	0.0125	M1_lr	1	0.592	0.00625	0.795	0.00945
33	4	M0_rf	2	0.649	0.0183	0.866	0.00907	M1_lr	1	0.628	0.00655	0.822	0.00474
34	0	M1_rf	2	0.599	0.0283	0.795	0.022	M2_lr	1	0.643	0.00787	0.804	0.00497
34	1	M9_rf	3	0.757	0.0178	0.865	0.0162	M10_lr	2	0.731	0.012	0.85	0.00981
34	2	M1_rf	2	0.618	0.0258	0.805	0.0143	M1_lr	2	0.591	0.0186	0.78	0.0126
34	3	M0_rf	3	0.725	0.0192	0.877	0.0114	M0_lr	3	0.676	0.0136	0.839	0.0102
34	4	M0_rf	4	0.564	0.0233	0.8	0.0143	M3_lr	1	0.591	0.0112	0.833	0.00906
35	0	M2_rf	4	0.623	0.0256	0.801	0.0241	M3_lr	3	0.624	0.0218	0.779	0.0173
35	1	M0_rf	1	0.547	0.0275	0.755	0.0164	M0_lr	1	0.673	0.0079	0.816	0.00627
35	2	M5_rf	2	0.647	0.028	0.851	0.0156	M6_lr	1	0.616	0.00543	0.85	0.00488
35	3	M0_rf	1	0.495	0.0404	0.746	0.0176	M0_lr	1	0.566	0.00664	0.796	0.0103
35	4	M2_rf	2	0.667	0.0258	0.864	0.0157	M1_lr	3	0.636	0.0107	0.841	0.00699
36	0	M4_rf	3	0.63	0.0236	0.808	0.0174	M6_lr	1	0.622	0.00466	0.802	0.00488
36	1	M3_rf	1	0.573	0.0209	0.763	0.0119	M3_lr	1	0.586	0.0202	0.761	0.011
36	2	M4_rf	3	0.594	0.0295	0.799	0.0183	M6_lr	1	0.584	0.00633	0.787	0.0078
36	3	M0_rf	2	0.66	0.027	0.867	0.0147	M1_lr	1	0.594	0.00633	0.841	0.00704
36	4	M2_rf	2	0.635	0.0258	0.818	0.0145	M3_lr	1	0.65	0.00984	0.807	0.00749
37	0	M1_rf	1	0.6	0.0248	0.794	0.0129	M1_lr	1	0.613	0.00777	0.806	0.00576
37	1	M0_rf	2	0.602	0.0362	0.844	0.018	M1_lr	1	0.611	0.00659	0.852	0.0052
37	2	M2_rf	2	0.576	0.0231	0.814	0.0159	M3_lr	1	0.583	0.0108	0.834	0.00719
37	3	M6_rf	3	0.755	0.021	0.845	0.0141	M8_lr	1	0.708	0.00838	0.848	0.00822
37	4	M4_rf	2	0.662	0.0261	0.857	0.0145	M2_lr	4	0.61	0.0129	0.823	0.0111
38	0	M0_rf	2	0.661	0.0199	0.861	0.0139	M0_lr	2	0.621	0.0116	0.817	0.00734
38	1	M3_rf	4	0.758	0.0159	0.903	0.00956	M3_lr	4	0.75	0.00822	0.881	0.00681
38	2	M1_rf	6	0.658	0.0197	0.825	0.0137	M1_lr	6	0.691	0.027	0.839	0.0241
38	3	M2_rf	2	0.663	0.0282	0.852	0.0165	M0_lr	4	0.64	0.0186	0.836	0.0178
38	4	M1_rf	1	0.579	0.0243	0.778	0.0116	M1_lr	1	0.567	0.00897	0.829	0.00633
39	0	M1_rf	2	0.611	0.0245	0.825	0.0158	M2_lr	1	0.604	0.00502	0.844	0.00422
39	1	M0_rf	2	0.61	0.0343	0.839	0.0197	M0_lr	2	0.601	0.0105	0.805	0.00983
39	2	M4_rf	7	0.62	0.0124	0.819	0.0118	M9_lr	2	0.61	0.0125	0.822	0.00954
39	3	M3_rf	6	0.628	0.0272	0.819	0.0216	M5_lr	4	0.633	0.014	0.792	0.0136
39	4	M1_rf	1	0.606	0.0249	0.791	0.0118	M1_lr	1	0.593	0.0114	0.804	0.00787
40	0	M2_rf	2	0.637	0.0153	0.855	0.00965	M3_lr	1	0.608	0.00661	0.848	0.00407
40	1	M0_rf	2	0.601	0.0171	0.817	0.0122	M1_lr	1	0.56	0.00974	0.799	0.00899
40	2	M1_rf	3	0.614	0.033	0.793	0.0185	M3_lr	1	0.671	0.00785	0.815	0.01
40	3	M1_rf	2	0.643	0.0282	0.829	0.0185	M0_lr	3	0.62	0.0107	0.795	0.0146
40	4	M0_rf	2	0.614	0.0236	0.833	0.0175	M1_lr	1	0.578	0.00708	0.831	0.00742
41	0	M0_rf	2	0.556	0.0203	0.812	0.0113	M1_lr	1	0.59	0.00693	0.834	0.00644
41	1	M4_rf	2	0.605	0.0317	0.839	0.0208	M5_lr	1	0.615	0.00518	0.854	0.00359
41	2	M3_rf	3	0.645	0.023	0.826	0.0204	M1_lr	5	0.653	0.0237	0.816	0.0178
41	3	M1_rf	1	0.585	0.0186	0.777	0.0102	M1_lr	1	0.581	0.00858	0.832	0.00684
41	4	M3_rf	2	0.673	0.022	0.859	0.0117	M0_lr	5	0.661	0.0142	0.855	0.0079
42	0	M1_rf	2	0.643	0.0218	0.862	0.0107	M2_lr	1	0.578	0.00575	0.838	0.00372
42	1	M2_rf	3	0.595	0.0197	0.789	0.0105	M4_lr	1	0.666	0.0086	0.812	0.00882
42	2	M4_rf	3	0.674	0.0185	0.842	0.0155	M5_lr	2	0.66	0.0102	0.824	0.00506
42	3	M0_rf	2	0.628	0.0249	0.852	0.0177	M1_lr	1	0.608	0.00732	0.845	0.00456
42	4	M4_rf	2	0.643	0.0261	0.841	0.0175	M4_lr	2	0.65	0.00556	0.826	0.00567
43	0	M1_rf	3	0.655	0.0232	0.834	0.0118	M0_lr	4	0.646	0.0177	0.825	0.0145
43	1	M0_rf	2	0.607	0.028	0.842	0.0169	M1_lr	1	0.591	0.00479	0.84	0.00379
43	2	M1_rf	1	0.52	0.0298	0.753	0.0158	M1_lr	1	0.6	0.00838	0.785	0.00919
43	3	M4_rf	4	0.617	0.0175	0.833	0.00829	M6_lr	2	0.605	0.00641	0.824	0.00611
43	4	M0_rf	2	0.639	0.0324	0.854	0.0178	M1_lr	1	0.612	0.00566	0.807	0.00466
44	0	M4_rf	3	0.73	0.0151	0.883	0.00803	M0_lr	7	0.684	0.0151	0.862	0.00836
44	1	M0_rf	2	0.588	0.023	0.821	0.0142	M1_lr	1	0.549	0.00987	0.795	0.00816
44	2	M1_rf	3	0.59	0.0311	0.747	0.0212	M3_lr	1	0.741	0.00919	0.851	0.0072
44	3	M3_rf	1	0.596	0.0259	0.794	0.0126	M3_lr	1	0.585	0.00616	0.833	0.0057
44	4	M0_rf	1	0.578	0.0317	0.763	0.0165	M0_lr	1	0.603	0.0111	0.805	0.0106
45	0	M2_rf	3	0.683	0.024	0.864	0.0146	M0_lr	5	0.617	0.0169	0.831	0.0112
45	1	M2_rf	5	0.724	0.0223	0.807	0.0118	M6_lr	1	0.745	0.00498	0.863	0.00359
45	2	M2_rf	3	0.709	0.0197	0.846	0.014	M3_lr	2	0.745	0.014	0.874	0.0154
45	3	M0_rf	2	0.588	0.0208	0.828	0.0134	M1_lr	1	0.591	0.00548	0.842	0.00433
45	4	M0_rf	2	0.51	0.0209	0.774	0.0113	M1_lr	1	0.573	0.00506	0.781	0.00721
46	0	M0_rf	1	0.489	0.0264	0.754	0.00997	M0_lr	1	0.584	0.00567	0.797	0.00677
46	1	M0_rf	3	0.607	0.0233	0.806	0.0207	M2_lr	1	0.612	0.0083	0.784	0.00782
46	2	M2_rf	2	0.583	0.0146	0.814	0.0106	M3_lr	1	0.613	0.00438	0.846	0.0033
46	3	M0_rf	2	0.659	0.0189	0.874	0.00898	M1_lr	1	0.6	0.00614	0.844	0.00514
46	4	M2_rf	2	0.604	0.0252	0.783	0.0201	M3_lr	1	0.627	0.0082	0.779	0.00726
47	0	M0_rf	2	0.631	0.0383	0.773	0.0312	M1_lr	1	0.643	0.0105	0.811	0.00629
47	1	M1_rf	3	0.657	0.0187	0.853	0.0114	M2_lr	2	0.633	0.00948	0.831	0.00939
47	2	M6_rf	2	0.621	0.0262	0.846	0.0148	M5_lr	3	0.641	0.0158	0.845	0.0137
47	3	M1_rf	1	0.652	0.0249	0.799	0.0109	M1_lr	1	0.585	0.00594	0.834	0.00538
47	4	M4_rf	2	0.677	0.0204	0.826	0.0156	M5_lr	1	0.696	0.00733	0.844	0.00739
48	0	M0_rf	2	0.592	0.0342	0.815	0.0189	M1_lr	1	0.557	0.0087	0.8	0.00836
48	1	M0_rf	2	0.615	0.0332	0.84	0.0149	M1_lr	1	0.688	0.015	0.856	0.0144
48	2	M0_rf	1	0.65	0.0206	0.804	0.0128	M0_lr	1	0.617	0.0078	0.823	0.00932
48	3	M3_rf	2	0.592	0.026	0.82	0.0164	M3_lr	2	0.617	0.00998	0.824	0.00993
48	4	M6_rf	4	0.664	0.0393	0.706	0.041	M9_lr	1	0.711	0.013	0.719	0.0283
49	0	M3_rf	2	0.678	0.0207	0.873	0.0105	M2_lr	3	0.661	0.00956	0.855	0.00976
49	1	M0_rf	1	0.59	0.0228	0.785	0.0111	M0_lr	1	0.611	0.00968	0.82	0.00805
49	2	M3_rf	2	0.64	0.0194	0.796	0.0102	M3_lr	2	0.715	0.0113	0.814	0.00925
